Issue Type,Summary,Issue key,Issue id,Status,Priority,Resolution,Created,Resolved,Custom field (Actual Start  Time),Custom field (Actual End Time),Custom field (End Time),Custom field (Start Time),Custom field (Customer),Custom field (Deployment Success),Customer Request Type,Assignee,Labels,Labels,Labels
Customer Service Request,XBID (PROD) Cert Request for SM and CMM (Energinet),SMXBID-2075,100107,Resolved,Trivial,Done,16/Sep/20 09:10,17/Sep/20 09:30,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Incident,Bug - SOB and SM - WebGUI – EPEX (NEMO) - Unable to reset passwords,SMXBID-2074,100083,Resolved,Minor,Resolved,15/Sep/20 16:07,02/Oct/20 08:43,,,,,,, Minor Incident,yn731,XBID-ServiceDesk,,
Customer Service Request,"XBID (PROD) Cert Requeest for SM and CMM, (Energinet)",SMXBID-2073,100056,Resolved,Trivial,Done,15/Sep/20 11:22,16/Sep/20 14:08,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,Updated sertificate for IMT(JIRA) service,SMXBID-2071,100042,Closed,Trivial,Resolved,15/Sep/20 08:19,29/Mar/21 10:37,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Problem,LIP-B CMI NO ACK files recived in CMI by Sftp,SMXBID-2070,100033,Closed,Minor,Rejected,14/Sep/20 16:28,14/Sep/20 16:33,,,,,,,Report a problem or bug,yn731,XBID-ServiceDesk,,
Customer Service Request,JIRA ACCOUNT LOCKED OUT,SMXBID-2069,100031,Closed,Minor,Resolved,14/Sep/20 16:02,14/Sep/20 16:10,,,,,,,Password Reset & Account Unlock,tj898,XBID-ServiceDesk,,
Customer Service Request,RTE's JIRA/IMT certificate has been expired,SMXBID-2068,99991,Closed,Minor,Done,14/Sep/20 08:57,14/Sep/20 10:18,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Customer Service Request,"JIRA account has been locked, still I have access to IMT",SMXBID-2067,99989,Closed,Minor,Resolved,14/Sep/20 08:45,29/Mar/21 10:37,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Customer Service Request,My certificte has expired.,SMXBID-2066,99978,Resolved,Minor,Done,13/Sep/20 09:12,14/Sep/20 08:48,,,,,,,New Account & Certificate Requests,yn731,,,
Customer Service Request,renew JIRA certificate for vsatek,SMXBID-2065,99986,Resolved,Minor,Done,14/Sep/20 08:29,14/Sep/20 10:09,,,,,,,Password Reset & Account Unlock,oh856,XBID-ServiceDesk,,
Customer Service Request,Request for new Password,SMXBID-2064,99980,Closed,Minor,Resolved,13/Sep/20 10:40,29/Mar/21 10:37,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Incident,Unable to reset a Password,SMXBID-2063,99979,Closed,Major,Resolved,13/Sep/20 09:56,29/Sep/20 11:28,,,,,,, Minor Incident,yn731,Escalated,Expiring_SLA,XBID-ServiceDesk
Customer Service Request,XBID - APG - New user certificates,SMXBID-2062,99964,Resolved,Trivial,Done,11/Sep/20 12:55,14/Sep/20 14:09,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Incident,Minor - SM - Outbound File Distribution - TSO TTN - Missing XBN files,SMXBID-2061,99957,Closed,Minor,Resolved,11/Sep/20 12:06,30/Sep/20 14:23,,,,,,, Minor Incident,ub113,XBID-ServiceDesk,,
Customer Service Request,Renewal certificate request / CMM / renewal certificate CMMOPER1 / REE (TSO),SMXBID-2060,99955,Resolved,Trivial,Done,11/Sep/20 11:57,14/Sep/20 14:00,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,Service Request / CMM / Password Reset / user CMMOPER2,SMXBID-2058,99953,Resolved,Minor,Rejected,11/Sep/20 11:48,11/Sep/20 14:07,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Customer Service Request,Replacement SOB & SM & CMM certificates required,SMXBID-2057,99950,Resolved,Trivial,Done,11/Sep/20 11:38,14/Sep/20 12:03,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,SIDC - Joint SC - XBID SLA Reports for August 2020,SMXBID-2056,99931,Resolved,Minor,Done,10/Sep/20 17:05,04/May/21 16:26,,,,,,,XBID SLA Reporting,yn731,XBID-ServiceDesk,,
Customer Service Request,XBID Prod Certificate for User ENDKSVK1,SMXBID-2055,99849,Resolved,Trivial,Done,09/Sep/20 14:38,10/Sep/20 08:51,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,XBID Certificate renewal SVK,SMXBID-2054,99795,Resolved,Trivial,Done,09/Sep/20 10:28,10/Sep/20 14:46,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,I need help to unlock my user account.,SMXBID-2053,99775,Resolved,Minor,Resolved,08/Sep/20 14:50,08/Sep/20 15:09,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Customer Service Request,link down between  Equinix DC M7 router and XBID router,SMXBID-2052,99750,Resolved,Minor,Not a Bug,08/Sep/20 09:40,14/Sep/20 16:47,,,,,,,Information Request,yn731,XBID-ServiceDesk,,
Customer Service Request, test JIra is locked for me.,SMXBID-2051,99738,Closed,Minor,Resolved,07/Sep/20 17:59,29/Mar/21 10:37,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Customer Service Request,unlock ELia user JIRA IMT,SMXBID-2050,99719,Resolved,Minor,Done,07/Sep/20 15:21,07/Sep/20 16:00,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Customer Service Request,new certificate for Balász Szabó,SMXBID-2049,99713,Resolved,Trivial,Done,07/Sep/20 14:45,11/Sep/20 10:16,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Customer Service Request,Expiration of SOB certificates,SMXBID-2048,99615,Closed,Trivial,Done,03/Sep/20 14:30,03/Sep/20 14:54,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,"XBID (PROD) Cert Request for (SM, SOB),(OTE)",SMXBID-2047,99598,Closed,Trivial,Done,03/Sep/20 10:42,03/Sep/20 14:04,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Incident,Minor incident - CMM - Outbound Files Distribution - Fingrid [TSO] - Outdated FI-SE3 NSF-files received from XBID,SMXBID-2046,99585,Resolved,Minor,Fixed,03/Sep/20 07:58,30/Sep/20 09:24,,,,,,, Minor Incident,ub113,XBID-ServiceDesk,,
Customer Service Request,"renew certificates for our serviced PXs, CROPEX and IBEX",SMXBID-2045,99562,Resolved,Minor,Done,02/Sep/20 13:06,02/Sep/20 13:22,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Internal Support Request,Jira Access for Susanne Dornick (Deputy of D. Myska),SMXBID-2044,99526,Closed,Minor,Done,01/Sep/20 15:35,02/Sep/20 10:04,,,,,,,,oh856,XBID-ServiceDesk,,
Customer Service Request,"XBID Production Cert Request for SM & SOB, Nord Pool EMCO",SMXBID-2043,99498,Resolved,Trivial,Done,01/Sep/20 12:04,02/Sep/20 13:08,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,Certificate request,SMXBID-2042,99479,Resolved,Trivial,Done,01/Sep/20 09:31,02/Sep/20 09:35,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,SIDC - Joint SC - XBID SLA Reports for March 2020,SMXBID-2041,99445,Closed,Minor,Resolved,31/Aug/20 15:40,13/May/21 08:01,,,,,,,XBID SLA Reporting,yn731,XBID-ServiceDesk,,
Customer Service Request,XBID PROD GUI Certifcate renewal for TTN user accounts,SMXBID-2040,99440,Resolved,Trivial,Done,31/Aug/20 14:37,02/Sep/20 09:38,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,New DBAG Jira certificate reuqest,SMXBID-2039,99436,Closed,Trivial,Resolved,31/Aug/20 14:06,29/Mar/21 10:37,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Customer Service Request,IMT/JIRA users for 3rd wave,SMXBID-2038,99415,Resolved,Minor,Done,31/Aug/20 08:20,09/Sep/20 16:28,,,,,,,Password Reset & Account Unlock,oh856,XBID-ServiceDesk,,
Incident,"Minor/ComTrader, SOB/OPCOM(NEMO)/M7 Comtrader disconnection",SMXBID-2037,99331,Closed,Minor,Resolved,26/Aug/20 17:33,27/Aug/20 14:01,,,,,,, Minor Incident,ub113,XBID-ServiceDesk,,
Incident,Minor - CMM and IMT- GUI Access - TSO TTN-ELIA-RTE- No access to GUI,SMXBID-2036,99329,Closed,Minor,Resolved,26/Aug/20 16:39,27/Aug/20 14:01,,,,,,, Minor Incident,lw641,XBID-ServiceDesk,,
Problem,Can not access in to CMM and SM for TEL.,SMXBID-2035,99327,Closed,Major,Resolved,26/Aug/20 16:04,27/Aug/20 14:01,,,,,,,Report a problem or bug,ub113,XBID-ServiceDesk,,
Incident,Unexpected ATC Receiving from CMM,SMXBID-2034,99326,Resolved,Minor,Resolved,26/Aug/20 15:57,29/Sep/20 09:43,,,,,,, Minor Incident,yn731,XBID-ServiceDesk,,
Customer Service Request,Request for renewal of IMT-JIRA Certificate,SMXBID-2033,99321,Resolved,Trivial,Done,26/Aug/20 15:25,28/Aug/20 13:46,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Customer Service Request,PSE phone number updated,SMXBID-2032,99295,Closed,Minor,Resolved,26/Aug/20 12:28,29/Mar/21 10:37,,,,,,,AlarmTilt Requests,ub113,XBID-ServiceDesk,,
Incident,Missingfile for SE3-DK1 aug 10th ,SMXBID-2031,99249,Closed,Major,Duplicate,25/Aug/20 16:41,25/Aug/20 16:59,,,,,,, Major Incident,ub113,XBID-ServiceDesk,,
Customer Service Request,XBID PROD Cert Password Resending for CMM user (TTN on behalf of Nordic RSC),SMXBID-2030,99232,Resolved,Trivial,Done,25/Aug/20 12:31,25/Aug/20 14:25,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,New certificat to DBAG IMT & JIRA,SMXBID-2029,99185,Resolved,Trivial,Done,24/Aug/20 10:27,24/Aug/20 14:10,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Customer Service Request,"XBID Prod Cert Request for CMM and SM, Amprion GmbH",SMXBID-2028,99173,Resolved,Trivial,Done,21/Aug/20 17:23,24/Aug/20 10:10,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Incident,MAJOR/SOB/Webservice/EMCO/RabbitMQ unavailable on primary node,SMXBID-2027,99172,Closed,Major,Duplicate,21/Aug/20 16:27,21/Aug/20 16:47,,,,,,, Major Incident,ub113,XBID-ServiceDesk,,
Customer Service Request,Certificates expiration,SMXBID-2026,99165,Resolved,Trivial,Done,21/Aug/20 14:08,24/Aug/20 10:22,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Incident,Minor Incident-SM-SFTP-ELES(TSO)-SFTP Permisson Denied,SMXBID-2025,99152,Closed,Minor,Not a Bug,21/Aug/20 11:21,14/Sep/20 16:35,,,,,,, Minor Incident,yn731,XBID-ServiceDesk,,
Incident,MAJOR/SOB/Webservice/EMCO/RabbitMQ unavailable on primary node,SMXBID-2024,99124,Closed,Minor,Duplicate,20/Aug/20 20:34,20/Aug/20 20:46,,,,,,, Major Incident,yq577,XBID-ServiceDesk,,
Incident,MAJOR / SOB / Webservice / EMCO[NEMO] / RAbbitMQ unavailable on primary,SMXBID-2023,99092,Closed,Minor,Duplicate,20/Aug/20 13:13,20/Aug/20 13:28,,,,,,, Major Incident,ub113,XBID-ServiceDesk,,
Customer Service Request,New certificate (WEB and API Access for CMM) XBID,SMXBID-2022,99047,Resolved,Trivial,Done,19/Aug/20 11:20,19/Aug/20 13:38,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Incident,Invalid in/out party in CTS file ,SMXBID-2021,99017,Resolved,Minor,Not a Bug,18/Aug/20 19:03,19/Aug/20 08:49,,,,,,, Minor Incident,yq577,,,
Incident,CRITICAL / SOB  / Webservice / EMCO[NEMO] / RAbibitMQ unavailable on primary node ,SMXBID-2020,98996,Closed,Minor,Resolved,18/Aug/20 12:52,19/Jan/21 08:29,,,,,,,Critical Incident,yn731,XBID-ServiceDesk,,
Customer Service Request,"IBEX cannot Reset PROD User Passwords for SM, SOB, CMM",SMXBID-2019,98979,Resolved,Minor,Not a Bug,17/Aug/20 16:37,25/Aug/20 16:01,,,,,,,Password Reset & Account Unlock,yn731,,,
Customer Service Request,Explicit participant EPQJVEN1 opens large number of consumers on RabbitMQ,SMXBID-2018,98960,Resolved,Minor,Fixed,17/Aug/20 11:21,31/Aug/20 14:35,,,,,,,Information Request,ub113,XBID-ServiceDesk,,
Incident,Problem to get SHC files into LTS from Shipping Module via web service,SMXBID-2017,98954,Closed,Minor,Not a Bug,16/Aug/20 20:27,08/Sep/20 14:56,,,,,,, Minor Incident,yn731,XBID-ServiceDesk,,
Incident,Local LTS lost connection to RabbitMQ of XBID. ,SMXBID-2016,98949,Closed,Minor,Duplicate,16/Aug/20 01:49,17/Aug/20 10:15,,,,,,, Minor Incident,dp007,Escalated,XBID-ServiceDesk,
Customer Service Request,IBEX CMM Prod Password Reset Request,SMXBID-2015,98939,Resolved,Minor,Rejected,14/Aug/20 14:43,17/Aug/20 09:33,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Customer Service Request,IBEX SM PROD Password Reset Request,SMXBID-2014,98938,Resolved,Minor,Rejected,14/Aug/20 14:38,17/Aug/20 09:32,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Customer Service Request,IBEX Password Reset Request,SMXBID-2013,98937,Resolved,Minor,Rejected,14/Aug/20 14:30,17/Aug/20 09:32,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Customer Service Request,new certificate for Nikolas Holzgreve,SMXBID-2012,98908,Resolved,Trivial,Done,13/Aug/20 14:01,17/Aug/20 11:19,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Incident,Double file sendings since july 8th,SMXBID-2011,98896,Closed,Minor,Resolved,13/Aug/20 10:21,30/Sep/20 14:23,,,,,,, Minor Incident,ub113,XBID-ServiceDesk,,
Incident,Missing file for SE3-DK1 aug 10th ,SMXBID-2010,98895,Closed,Minor,Fixed,13/Aug/20 10:19,30/Sep/20 09:30,,,,,,, Minor Incident,ub113,XBID-ServiceDesk,,
Incident,OCC file for Transparency Platform only includes timeseries of one direction in XML file.,SMXBID-2009,98876,Closed,Minor,Resolved,12/Aug/20 15:27,14/Aug/20 12:22,,,,,,, Minor Incident,yn731,XBID-ServiceDesk,,
Customer Service Request,SIDC - Joint SC - XBID SLA Reports for July 2020,SMXBID-2007,98791,Closed,Minor,Resolved,10/Aug/20 14:25,29/Mar/21 10:37,,,,,,,XBID SLA Reporting,yn731,XBID-ServiceDesk,,
Customer Service Request,Test-Ignore,SMXBID-2006,98784,Resolved,Minor,Rejected,10/Aug/20 12:14,10/Aug/20 12:18,,,,,,,New Account & Certificate Requests,yq577,XBID-ServiceDesk,,
Incident,Company TRAILSTONE is disconnected from ZEUS trading,SMXBID-2005,98771,Closed,Minor,Rejected,10/Aug/20 07:38,10/Aug/20 08:39,,,,,,, Minor Incident,yn731,XBID-ServiceDesk,,
Customer Service Request,"XBID PROD Cert Request for CMM, Litgrid",SMXBID-2004,98769,Resolved,Trivial,Done,09/Aug/20 09:42,11/Aug/20 10:04,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Incident,Minor - CMM - Outbound File Distribution - TSO TTN - Error messages for unknown SCP distribution,SMXBID-2003,98650,Resolved,Minor,Not a Bug,05/Aug/20 07:32,05/Aug/20 10:02,,,,,,, Minor Incident,yn731,XBID-ServiceDesk,,
Customer Service Request,Production CMM certificate reset,SMXBID-2002,98641,Resolved,Trivial,Done,04/Aug/20 16:05,05/Aug/20 14:42,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Problem,Outdated RabbitMQ version with known vulnerabilities (e.g. CVE-2019-11287),SMXBID-2001,98625,Closed,Minor,Duplicate,04/Aug/20 10:20,04/Aug/20 13:42,,,,,,,,ub113,PenetrationTest,,
Customer Service Request,XBID PROD Cert Request for new CMM users (TTN on behalf of TSCNET and Nordic RSC),SMXBID-2000,98617,Resolved,Trivial,Done,04/Aug/20 08:37,04/Aug/20 14:08,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Incident,Minor Incident/ OTE(NEMO)/ XBID disconnection/ XBID maintenance,SMXBID-1999,98579,Closed,Minor,Not a Bug,01/Aug/20 09:30,06/Aug/20 12:42,,,,,,, Minor Incident,yn731,XBID-ServiceDesk,,
Incident,Warning about user's email certificate expiration,SMXBID-1998,98574,Closed,Minor,Resolved,31/Jul/20 13:05,19/Aug/20 09:13,,,,,,, Minor Incident,yn731,XBID-ServiceDesk,,
Customer Service Request,AMQP exchange user certificate replacement,SMXBID-1997,98444,Resolved,Trivial,Done,28/Jul/20 13:54,04/Aug/20 17:07,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,update - SMXBID-1936,SMXBID-1996,98427,Closed,Trivial,Duplicate,28/Jul/20 09:11,28/Jul/20 14:15,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Incident,"Several bugs linked to CMM outbound files overview, status, and configuration ",SMXBID-1995,98415,Closed,Minor,Fixed,27/Jul/20 16:09,25/Sep/20 13:37,,,,,,, Minor Incident,ub113,XBID-ServiceDesk,,
Customer Service Request,Expiration  JIRA/IMT certificates,SMXBID-1994,98399,Closed,Trivial,Done,27/Jul/20 14:29,05/Aug/20 14:27,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,Question: Changing of IMT title after creation,SMXBID-1993,98377,Resolved,Minor,Resolved,25/Jul/20 22:55,18/Sep/20 15:44,,,,,,,XBID Service Desk (IMT) Questions & Issues,ub113,XBID-ServiceDesk,,
Incident,CMM is not integrating files received via sftp,SMXBID-1992,98371,Resolved,Minor,Not a Bug,24/Jul/20 15:07,24/Jul/20 17:36,,,,,,, Minor Incident,yn731,XBID-ServiceDesk,,
Customer Service Request,Unlock Accounts ,SMXBID-1991,98353,Resolved,Minor,Done,24/Jul/20 09:19,24/Jul/20 11:26,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Incident,Minor incident - SM - Inbound Files Distribution - CEPS [TSO] - sFTP permission denied  ,SMXBID-1990,98352,Closed,Minor,Resolved,24/Jul/20 08:54,05/Aug/20 10:15,,,,,,, Minor Incident,yn731,XBID-ServiceDesk,,
Incident,Unexpected version upgrade of NSF files for D+1 since 8th August,SMXBID-1989,98284,Closed,Minor,Fixed,22/Jul/20 09:00,25/Sep/20 10:04,,,,,,, Minor Incident,ub113,XBID-ServiceDesk,,
Incident,Short disconnection MCW-HUPX-SOB,SMXBID-1988,98245,Resolved,Minor,Not a Bug,21/Jul/20 01:48,21/Jul/20 13:06,,,,,,, Minor Incident,yn731,XBID-ServiceDesk,,
Customer Service Request,Problem ticket - AlamTilt - OPSCOM Chair & Secretary - ICCC notification not received,SMXBID-1986,98072,Closed,Minor,Resolved,15/Jul/20 17:02,29/Mar/21 10:37,,,,,,,AlarmTilt Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,Cleanup of EMCO AlarmTilt contacts,SMXBID-1985,98064,Closed,Minor,Resolved,15/Jul/20 13:46,17/Jul/20 10:48,,,,,,,AlarmTilt Requests,ub113,XBID-ServiceDesk,,
Maintenance,SIDC - ENV - PROD Secondary Data Centre Maintenance,SMXBID-1984,98011,Closed,Minor,Resolved,14/Jul/20 14:28,01/Aug/20 13:55,,,,,,,Maintenance Notification,tj898,,,
Customer Service Request,Request for reset PROD SM password for user XBRTE001,SMXBID-1983,98007,Closed,Trivial,Resolved,14/Jul/20 14:12,29/Mar/21 10:37,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Incident,Expiration Alerts every hour twice on Sunday,SMXBID-1981,97977,Closed,Minor,Resolved,13/Jul/20 16:26,18/Aug/20 14:10,,,,,,, Minor Incident,yn731,XBID-ServiceDesk,,
Incident,Password Reset Mails do not arrive,SMXBID-1980,97975,Resolved,Minor,Not a Bug,13/Jul/20 16:22,20/Jul/20 14:28,,,,,,, Minor Incident,yn731,XBID-ServiceDesk,,
Customer Service Request,New Certificate Request for SPMADM27,SMXBID-1979,97972,Resolved,Trivial,Done,13/Jul/20 16:00,13/Jul/20 17:21,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,Certificate for new User,SMXBID-1978,97971,Resolved,Trivial,Done,13/Jul/20 15:55,13/Jul/20 17:17,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,SIDC - Joint SC - XBID SLA Reports for June 2020 ,SMXBID-1977,97920,Closed,Minor,Resolved,10/Jul/20 14:24,29/Mar/21 10:37,,,,,,,XBID SLA Reporting,yn731,,,
Customer Service Request,"XBID, Cert Request for IMT and jira, CROPEX",SMXBID-1976,97912,Closed,Trivial,Done,10/Jul/20 10:14,10/Jul/20 16:55,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,Removing of entity codes,SMXBID-1975,97903,Closed,Minor,Done,10/Jul/20 09:26,30/Sep/20 14:22,,,,,,,Information Request,ub113,XBID-ServiceDesk,,
Customer Service Request,Removing of entity codes,SMXBID-1974,97896,Closed,Minor,Duplicate,09/Jul/20 14:27,10/Jul/20 09:56,,,,,,,Information Request,yn731,XBID-ServiceDesk,,
Customer Service Request,Alarm Tilt Notifications - Incident Committee invites,SMXBID-1973,97895,Closed,Minor,Resolved,09/Jul/20 13:07,10/Jul/20 10:13,,,,,,,AlarmTilt Requests,ub113,XBID-ServiceDesk,,
Customer Service Request,New Account & Certificate Request,SMXBID-1972,97874,Resolved,Trivial,Done,09/Jul/20 07:56,16/Jul/20 16:56,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,New OPSCOM Chair does not have proper XBID dashboard,SMXBID-1971,97850,Closed,Minor,Resolved,08/Jul/20 14:06,08/Jul/20 17:15,,,,,,,Information Request,yn731,XBID-ServiceDesk,,
Customer Service Request,New account to be added to XBID-ALL portal,SMXBID-1970,97818,Resolved,Trivial,Done,07/Jul/20 19:27,08/Jul/20 09:20,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,"XBID Production Cert Request for CMM, EMCO",SMXBID-1968,97806,Closed,Trivial,Done,07/Jul/20 15:15,07/Jul/20 16:56,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,SM replacement certificates required,SMXBID-1967,97609,Closed,Trivial,Done,01/Jul/20 13:39,01/Jul/20 16:36,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
