region,tenure,age,marital,address,income,ed,employ,retire,gender,reside,tollfree,equip,callcard,wireless,longmon,tollmon,equipmon,cardmon,wiremon,longten,tollten,equipten,cardten,wireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,loglong,logtoll,logequi,logcard,logwire,lninc,custcat,churn
Zone 1,35,40,Unmarried,5,49,Did not complete high school,20,No,Female,1,No,No,No,No,3.4,0,0,0,0,107.85,0,0,0,0,No,No,No,No,No,No,No,No,No,1.22377543162212, , , , ,3.89182029811063,Basic service,No
Zone 3,44,41,Unmarried,21,51,Some college,7,No,Male,1,No,Yes,Yes,No,4.95,0,31.55,10.75,0,203.65,0,1301.85,460,0,No,No,No,Yes,No,No,No,No,Yes,1.5993875765806, ,3.45157358898722,2.37490575457367, ,3.93182563272433,Basic service,No
Zone 3,44,45,Married,19,88,Did not complete high school,21,No,Male,2,Yes,No,Yes,No,11.9,25.25,0,8.25,0,524.25,1108.4,0,305,0,Yes,No,No,No,Yes,Yes,Yes,Yes,No,2.47653840011748,3.22882615572137, ,2.11021320034659, ,4.47733681447821,Plus service,No
Zone 1,26,41,Married,20,19,Did not complete high school,0,No,Female,6,No,No,No,No,5.45,0,0,0,0,165.4,0,0,0,0,No,No,No,No,No,No,No,No,No,1.69561560867515, , , , ,2.94443897916644,Basic service,No
Zone 2,42,46,Married,9,31,Did not complete high school,12,No,Female,3,No,No,Yes,No,5.9,0,0,23,0,277.65,0,0,945,0,No,No,No,No,No,No,No,Yes,No,1.77495235091167, , ,3.13549421592915, ,3.43398720448515,Basic service,No
Zone 2,41,47,Married,6,90,High school degree,19,No,Male,3,No,Yes,Yes,No,6.7,0,20.2,31.25,0,251.35,0,825.15,1240,0,No,No,No,Yes,No,No,No,No,No,1.90210752639692, ,3.00568260440716,3.44201937618241, ,4.49980967033027,Basic service,Yes
Zone 1,31,24,Married,3,14,Did not complete high school,0,No,Male,4,No,No,No,No,7.2,0,0,0,0,231.75,0,0,0,0,No,No,No,No,No,No,No,No,No,1.97408102602201, , , , ,2.63905732961526,Basic service,No
Zone 3,62,63,Unmarried,43,341,High school degree,30,No,Male,1,No,No,Yes,No,14.6,0,0,14.25,0,912.4,0,0,845,0,No,Yes,No,Yes,Yes,Yes,No,Yes,No,2.68102152871429, , ,2.65675690671466, ,5.83188247728352,Plus service,Yes
Zone 1,12,23,Married,2,24,College degree,0,No,Female,8,Yes,No,Yes,Yes,3.2,41,0,15.75,35.4,35.5,502,0,210,373,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,1.16315080980568,3.71357206670431, ,2.75684036527164,3.56671182013973,3.17805383034795,Total service,No
Zone 2,45,49,Married,27,81,High school degree,7,No,Female,4,Yes,No,Yes,No,13.85,50.5,0,21,0,583.1,2284.25,0,935,0,No,No,No,No,Yes,Yes,Yes,Yes,No,2.62828523263335,3.92197333628131, ,3.04452243772342, ,4.39444915467244,Plus service,No
Zone 1,47,34,Married,4,63,High school degree,13,No,Female,4,No,No,Yes,No,18.95,0,0,30.5,0,880.75,0,0,1395,0,No,No,No,No,No,No,No,No,No,2.94180393152844, , ,3.41772668361337, ,4.14313472639153,Basic service,No
Zone 2,23,22,Married,1,27,Did not complete high school,4,No,Male,5,Yes,No,Yes,No,7.9,23,0,15.75,0,210.85,515.8,0,345,0,Yes,No,No,No,Yes,Yes,Yes,No,No,2.06686275947298,3.13549421592915, ,2.75684036527164, ,3.29583686600433,Plus service,No
Zone 3,39,34,Unmarried,4,20,Post-undergraduate degree,3,No,Female,1,Yes,Yes,Yes,Yes,9.55,21.25,59.2,10,79.2,375.4,872.5,2361.9,385,2973,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.25654115449264,3.05635689537043,4.08092154188996,2.30258509299405,4.37197629882038,2.99573227355399,Total service,No
Zone 2,19,26,Unmarried,2,48,Some college,0,No,Male,2,No,No,Yes,No,7.55,0,0,6.5,0,156.15,0,0,105,0,No,Yes,No,No,Yes,Yes,Yes,No,No,2.02154756326093, , ,1.87180217690159, ,3.87120101090789,Plus service,No
Zone 1,13,54,Unmarried,12,121,College degree,23,No,Male,1,No,No,No,No,7.3,0,0,0,0,102.4,0,0,0,0,No,No,No,No,Yes,No,Yes,Yes,No,1.98787434815435, , , , ,4.79579054559674,Plus service,No
Zone 2,5,33,Unmarried,6,39,Some college,4,No,Male,3,Yes,Yes,No,No,2.1,19.5,27.45,0,0,5.2,81.15,103.45,0,0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,.741937344729377,2.9704144655697,3.31236616795554, , ,3.66356164612965,Total service,Yes
Zone 2,11,19,Unmarried,0,21,High school degree,0,No,Male,1,No,No,No,No,3.6,0,0,0,0,35.4,0,0,0,0,No,No,No,No,No,No,No,No,Yes,1.28093384546206, , , , ,3.04452243772342,Basic service,Yes
Zone 3,4,32,Unmarried,2,53,College degree,5,No,Male,1,Yes,Yes,No,No,7,11,26.25,0,0,29.2,56.45,90.75,0,0,No,No,Yes,No,No,No,No,No,Yes,1.94591014905531,2.39789527279837,3.26766598903763, , ,3.97029191355212,Basic service,Yes
Zone 3,17,42,Unmarried,8,58,Did not complete high school,23,No,Male,1,No,Yes,No,No,5.05,0,28.65,0,0,85.05,0,523.05,0,0,Yes,Yes,No,Yes,No,Yes,No,No,No,1.61938824328727, ,3.35515344316075, , ,4.06044301054642,E-service,Yes
Zone 2,7,27,Unmarried,3,39,Some college,2,No,Male,1,No,No,No,No,3.55,0,0,0,0,19.7,0,0,0,0,No,No,No,No,No,No,Yes,No,No,1.26694760348732, , , , ,3.66356164612965,Basic service,Yes
Zone 1,19,65,Unmarried,3,108,Did not complete high school,33,No,Male,3,Yes,No,Yes,No,5.95,21.5,0,11.25,0,117.55,423.6,0,190,0,No,No,No,No,Yes,Yes,Yes,Yes,No,1.78339121955754,3.06805293513362, ,2.42036812865043, ,4.68213122712422,Plus service,No
Zone 2,32,34,Married,0,38,Did not complete high school,10,No,Male,4,No,No,Yes,No,7.35,0,0,19.25,0,217.45,0,0,600,0,Yes,No,No,No,No,No,No,No,Yes,1.99470031322475, , ,2.95751106073379, ,3.63758615972639,E-service,No
Zone 2,53,51,Unmarried,31,245,College degree,0,No,Male,1,Yes,No,Yes,No,18.45,28.25,0,11,0,961.75,1535.25,0,570,0,Yes,No,No,No,No,No,No,Yes,No,2.91506437048654,3.34109345759245, ,2.39789527279837, ,5.50125821054473,E-service,No
Zone 1,51,38,Unmarried,19,51,Did not complete high school,18,No,Female,1,Yes,No,Yes,No,11.7,26,0,23.25,0,577.1,1267.2,0,1195,0,No,Yes,No,No,Yes,Yes,Yes,Yes,No,2.45958884180371,3.25809653802148, ,3.14630513203337, ,3.93182563272433,Plus service,No
Zone 1,35,34,Unmarried,7,78,College degree,10,No,Female,1,No,No,Yes,No,13.9,0,0,4.5,0,556.2,0,0,135,0,No,No,No,No,No,No,No,No,No,2.63188884013665, , ,1.50407739677627, ,4.35670882668959,Basic service,No
Zone 1,3,31,Married,4,23,College degree,4,No,Male,5,Yes,Yes,Yes,Yes,2.8,16.5,36,37.75,21.7,8.2,74.45,44.4,70,47.9,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,1.02961941718116,2.80336038090653,3.58351893845611,3.63098547569503,3.07731226054641,3.13549421592915,Total service,Yes
Zone 1,22,48,Unmarried,7,88,College degree,12,No,Male,1,No,Yes,No,No,4.5,0,31.85,0,0,92.65,0,646.05,0,0,No,No,No,Yes,No,No,No,No,No,1.50407739677627, ,3.46103738201817, , ,4.47733681447821,Basic service,Yes
Zone 3,17,21,Married,0,25,High school degree,1,No,Female,3,No,No,No,No,6.1,0,0,0,0,89.6,0,0,0,0,Yes,No,No,No,Yes,No,Yes,Yes,Yes,1.80828877117927, , , , ,3.2188758248682,Plus service,No
Zone 2,68,39,Unmarried,20,73,High school degree,16,No,Female,1,Yes,No,Yes,No,44.95,15.75,0,20,0,3002.2,1089.05,0,1295,0,Yes,No,No,No,No,No,No,No,No,3.80555076091763,2.75684036527164, ,2.99573227355399, ,4.29045944114839,E-service,No
Zone 2,27,41,Married,7,62,College degree,15,No,Female,2,Yes,No,Yes,No,13.7,16.25,0,6.75,0,371.35,450,0,165,0,No,No,No,No,Yes,No,No,Yes,No,2.61739583283408,2.78809290877575, ,1.90954250488444, ,4.12713438504509,Plus service,No
Zone 3,68,52,Married,8,456,Some college,30,No,Female,4,Yes,No,Yes,Yes,22.25,27.5,0,26.75,29.75,1549.95,1782.1,0,1885,2096.55,Yes,No,No,No,Yes,Yes,Yes,Yes,No,3.10234200861225,3.31418600467253, ,3.28653447334202,3.39282913199164,6.12249280951439,Plus service,No
Zone 3,56,42,Married,10,24,High school degree,5,No,Male,2,No,No,No,No,33.65,0,0,0,0,1871.2,0,0,0,0,No,No,No,No,Yes,Yes,Yes,Yes,No,3.51601305609074, , , , ,3.17805383034795,Plus service,No
Zone 3,11,32,Unmarried,8,23,High school degree,0,No,Female,1,No,Yes,Yes,No,6.2,0,28.4,7.25,0,82.6,0,242.9,95,0,No,No,No,Yes,No,No,No,No,Yes,1.82454929205105, ,3.34638914516716,1.98100146886658, ,3.13549421592915,Basic service,No
Zone 3,5,47,Unmarried,7,46,Did not complete high school,6,No,Female,1,No,No,Yes,No,2.95,0,0,7.25,0,21.55,0,0,35,0,No,No,No,No,Yes,No,Yes,No,No,1.08180517035173, , ,1.98100146886658, ,3.8286413964891,Basic service,Yes
Zone 3,16,50,Unmarried,5,263,High school degree,29,No,Female,3,Yes,Yes,No,Yes,3.75,17,31.95,0,21.9,59.75,253.35,463.25,0,309.05,No,No,No,No,Yes,Yes,Yes,Yes,Yes,1.32175583998232,2.83321334405622,3.46417218082354, ,3.08648663682246,5.57215403217776,Plus service,No
Zone 2,59,30,Unmarried,2,34,College degree,2,No,Female,1,No,Yes,Yes,No,16.7,0,32.25,11.75,0,1020.35,0,1939.15,680,0,Yes,Yes,No,No,No,No,No,No,No,2.81540871942271, ,3.47351804324178,2.46385324059017, ,3.52636052461616,E-service,No
Zone 1,60,64,Unmarried,14,33,High school degree,13,Yes,Male,1,Yes,No,Yes,Yes,30.75,22.25,0,12.25,47.4,1829.4,1391,0,670,2962.1,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,3.42588999425253,3.10234200861225, ,2.50552593699074,3.85862222870103,3.49650756146648,Total service,No
Zone 3,55,47,Unmarried,11,37,Did not complete high school,11,No,Male,1,Yes,No,Yes,No,14.75,20.25,0,10.75,0,786.2,1170.75,0,570,0,No,No,No,No,Yes,No,No,Yes,No,2.69124308278583,3.00815479355255, ,2.37490575457367, ,3.61091791264422,Plus service,No
Zone 1,18,56,Unmarried,22,296,High school degree,25,No,Male,1,No,No,Yes,No,3.4,0,0,8.25,0,49.7,0,0,160,0,No,No,No,No,Yes,No,No,No,No,1.22377543162212, , ,2.11021320034659, ,5.69035945432406,Basic service,No
Zone 2,16,22,Unmarried,0,26,Some college,0,No,Female,3,No,Yes,No,No,4.1,0,29.35,0,0,64.95,0,514.15,0,0,Yes,No,No,No,No,No,No,No,Yes,1.41098697371026, ,3.37929254627411, , ,3.25809653802148,E-service,Yes
Zone 1,35,57,Married,32,47,College degree,12,No,Male,2,No,Yes,Yes,No,7.25,0,33.7,18.75,0,263.55,0,1153.35,630,0,Yes,No,No,Yes,No,No,No,No,No,1.98100146886658, ,3.51749783735832,2.93119375241642, ,3.85014760171006,E-service,No
Zone 3,31,23,Married,1,31,Some college,1,No,Female,2,Yes,Yes,Yes,Yes,16.6,19,58.7,16.5,51.35,520.4,537.4,1712.5,450,1533.9,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.8094026953625,2.94443897916644,4.07243972683405,2.80336038090653,3.93866493637457,3.43398720448515,Total service,Yes
Zone 2,20,49,Married,5,264,High school degree,29,No,Female,2,No,No,No,No,9.6,0,0,0,0,159.2,0,0,0,0,No,No,No,No,No,Yes,No,No,No,2.26176309847379, , , , ,5.57594910314632,Basic service,No
Zone 2,16,27,Unmarried,5,41,College degree,2,No,Female,1,Yes,Yes,Yes,Yes,6.9,15.75,42.75,17.25,30.95,100.9,278.5,615.4,255,450.45,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.93152141160321,2.75684036527164,3.75536919538277,2.84781214347737,3.4323729991306,3.71357206670431,Total service,Yes
Zone 2,69,48,Married,27,55,High school degree,4,No,Male,2,Yes,Yes,Yes,No,19.6,35.75,34.25,62,0,1411.7,2396.7,2440.55,4125,0,Yes,No,No,No,No,Yes,Yes,No,No,2.97552956623647,3.57655026914002,3.53368656470823,4.12713438504509, ,4.00733318523247,Plus service,No
Zone 3,69,66,Married,31,49,High school degree,15,No,Male,2,Yes,No,Yes,No,23.1,29.25,0,25.5,0,1566.8,2063.45,0,1750,0,No,No,No,No,No,No,No,No,No,3.13983261752775,3.37587957367787, ,3.23867845216438, ,3.89182029811063,Basic service,No
Zone 2,27,24,Married,3,26,Did not complete high school,7,No,Female,4,No,No,No,No,6.05,0,0,0,0,137.7,0,0,0,0,No,No,Yes,No,No,No,No,No,No,1.80005827204275, , , , ,3.25809653802148,Basic service,Yes
Zone 3,48,39,Unmarried,20,110,College degree,9,No,Male,1,Yes,No,Yes,Yes,18.05,30.25,0,8.75,30.4,812.65,1472.7,0,475,1503.95,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,2.89314568477889,3.40949618447685, ,2.16905370036952,3.41444260841218,4.70048036579242,Plus service,No
Zone 1,18,52,Married,20,66,Did not complete high school,19,No,Female,2,Yes,No,Yes,No,12.8,27.75,0,10.5,0,204.95,520.6,0,170,0,No,No,No,Yes,No,No,Yes,No,No,2.54944517092557,3.32323584019244, ,2.35137525716348, ,4.18965474202643,Basic service,No
Zone 2,24,40,Married,4,39,Some college,5,No,Female,2,Yes,No,Yes,Yes,4.05,25.75,0,27.5,22.5,117.05,628.05,0,570,529.1,No,No,Yes,No,Yes,Yes,Yes,Yes,No,1.39871688111845,3.24843462710975, ,3.31418600467253,3.11351530921037,3.66356164612965,Plus service,No
Zone 2,17,42,Unmarried,6,31,High school degree,2,No,Male,1,Yes,No,No,Yes,8.25,24.5,0,0,26.4,140.85,404.8,0,0,447.95,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,2.11021320034659,3.19867311755068, , ,3.27336401015227,3.43398720448515,Total service,Yes
Zone 2,9,24,Married,3,26,College degree,1,No,Female,3,No,Yes,No,No,7.65,0,23.25,0,0,75.25,0,169.75,0,0,No,No,No,No,No,No,Yes,No,No,2.03470564783844, ,3.14630513203337, , ,3.25809653802148,Basic service,No
Zone 2,15,46,Unmarried,5,232,College degree,15,No,Female,2,Yes,Yes,Yes,Yes,4.3,23,45.15,22.75,31.3,41.35,357.5,582,305,474.5,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.45861502269952,3.13549421592915,3.80999027986299,3.12456514539696,3.44361809754611,5.44673737166631,Total service,Yes
Zone 1,62,37,Married,10,43,College degree,1,No,Female,3,No,Yes,Yes,No,9.2,0,37.2,18.75,0,539.65,0,2302.4,1160,0,Yes,No,No,No,Yes,No,No,No,No,2.21920348405499, ,3.6163087612791,2.93119375241642, ,3.76120011569356,E-service,No
Zone 1,9,41,Unmarried,12,39,College degree,3,No,Male,1,No,Yes,No,Yes,4.7,0,39.65,0,20.8,26.3,0,318.25,0,135.95,No,Yes,Yes,Yes,No,No,No,No,Yes,1.54756250871601, ,3.68009094808086, ,3.03495298670727,3.66356164612965,Basic service,Yes
Zone 2,71,41,Married,10,73,High school degree,23,No,Female,2,No,No,Yes,No,32.65,0,0,41.75,0,2412.6,0,0,3085,0,Yes,No,No,No,Yes,Yes,Yes,No,No,3.48584485572244, , ,3.73169945129686, ,4.29045944114839,Plus service,No
Zone 2,62,59,Married,37,74,Did not complete high school,20,No,Male,2,Yes,No,Yes,No,16.1,36,0,11,0,972,2245.35,0,645,0,No,No,No,No,Yes,Yes,Yes,Yes,No,2.77881927199042,3.58351893845611, ,2.39789527279837, ,4.30406509320417,Plus service,No
Zone 2,20,38,Unmarried,19,237,College degree,13,No,Male,1,Yes,Yes,Yes,Yes,6,21.25,34.4,9.75,26.9,164.2,473.4,711.4,215,491.1,No,No,Yes,Yes,Yes,Yes,Yes,No,No,1.79175946922805,3.05635689537043,3.53805656437935,2.27726728500976,3.29212628660779,5.46806014113513,Total service,No
Zone 1,19,33,Married,11,22,Did not complete high school,3,No,Male,5,No,No,Yes,No,3.95,0,0,36.25,0,79.6,0,0,685,0,Yes,No,No,No,Yes,Yes,No,Yes,No,1.37371557891303, , ,3.59043938130068, ,3.09104245335832,Plus service,No
Zone 2,49,61,Married,28,21,Did not complete high school,8,No,Male,2,Yes,No,Yes,No,15.85,24.75,0,8.75,0,757.4,1228.85,0,395,0,No,No,No,No,Yes,Yes,Yes,Yes,No,2.76316950032329,3.2088254890147, ,2.16905370036952, ,3.04452243772342,Plus service,No
Zone 3,3,64,Unmarried,3,9,High school degree,6,Yes,Male,1,No,No,No,No,4.95,0,0,0,0,14.8,0,0,0,0,No,No,No,No,No,No,No,No,No,1.5993875765806, , , , ,2.19722457733622,Basic service,Yes
Zone 1,33,36,Unmarried,2,41,Post-undergraduate degree,10,No,Male,1,No,Yes,No,Yes,4.15,0,39.1,0,27.05,93.25,0,1225.35,0,841.95,No,Yes,No,Yes,No,No,No,No,Yes,1.42310833424261, ,3.66612246699132, ,3.29768700529249,3.71357206670431,Basic service,Yes
Zone 2,38,44,Unmarried,1,50,College degree,7,No,Female,1,No,Yes,Yes,No,7.15,0,24.6,10,0,277.5,0,891.8,355,0,Yes,No,No,Yes,No,No,No,No,Yes,1.96711235670592, ,3.20274644293832,2.30258509299405, ,3.91202300542815,E-service,Yes
Zone 3,42,48,Married,14,27,Some college,5,No,Female,3,Yes,Yes,Yes,Yes,16.5,36,54.2,22.75,28.4,692.2,1540.15,2100.25,910,1199.95,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,2.80336038090653,3.58351893845611,3.9926809084456,3.12456514539696,3.34638914516716,3.29583686600433,Total service,No
Zone 1,11,26,Unmarried,2,53,Some college,3,No,Male,1,Yes,Yes,Yes,Yes,4.15,21.5,43.7,11.75,38.8,34.7,188.35,431.3,110,415.8,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,1.42310833424261,3.06805293513362,3.77734810210154,2.46385324059017,3.65842024662923,3.97029191355212,Total service,Yes
Zone 3,27,28,Married,0,58,Some college,0,No,Male,2,Yes,No,No,No,5.8,22.5,0,0,0,163.65,566.15,0,0,0,No,No,No,No,Yes,Yes,No,Yes,No,1.75785791755237,3.11351530921037, , , ,4.06044301054642,Plus service,No
Zone 3,23,50,Unmarried,1,151,College degree,8,No,Female,1,Yes,No,No,No,8.25,21.75,0,0,0,186.5,438.4,0,0,0,No,No,No,No,Yes,No,No,No,No,2.11021320034659,3.07961375753469, , , ,5.01727983681492,Basic service,No
Zone 2,4,38,Married,13,54,High school degree,4,No,Male,2,Yes,No,Yes,Yes,4.75,26.25,0,48.5,24.45,21.75,115,0,140,50.45,No,Yes,No,No,Yes,Yes,Yes,Yes,No,1.55814461804655,3.26766598903763, ,3.88156379794344,3.19663021592088,3.98898404656427,Plus service,No
Zone 3,36,42,Unmarried,5,31,Did not complete high school,4,No,Female,1,No,No,No,No,10.05,0,0,0,0,373.75,0,0,0,0,No,No,No,No,No,No,No,No,No,2.30757263450508, , , , ,3.43398720448515,Basic service,Yes
Zone 2,37,42,Unmarried,10,115,Did not complete high school,22,No,Female,1,No,No,Yes,No,15.1,0,0,18.5,0,494.45,0,0,665,0,No,No,No,No,Yes,Yes,Yes,Yes,No,2.71469474382088, , ,2.91777073208428, ,4.74493212836325,Plus service,No
Zone 3,24,58,Married,30,24,Did not complete high school,5,No,Male,2,Yes,No,No,No,7.65,16,0,0,0,177.4,420.65,0,0,0,No,No,No,No,No,No,No,No,No,2.03470564783844,2.77258872223978, , , ,3.17805383034795,Basic service,No
Zone 3,4,24,Unmarried,1,17,High school degree,2,No,Male,3,No,No,No,No,3.2,0,0,0,0,9.9,0,0,0,0,No,No,No,No,No,No,No,No,No,1.16315080980568, , , , ,2.83321334405622,Basic service,Yes
Zone 3,54,33,Unmarried,5,47,High school degree,13,No,Female,2,Yes,No,Yes,No,13.9,32,0,20.25,0,732.2,1671.9,0,1125,0,No,No,No,No,Yes,Yes,No,Yes,No,2.63188884013665,3.46573590279973, ,3.00815479355255, ,3.85014760171006,Plus service,No
Zone 3,7,49,Unmarried,8,36,Did not complete high school,0,No,Female,1,Yes,No,Yes,No,8.85,19.5,0,53.25,0,77,123.3,0,325,0,No,No,No,No,Yes,Yes,Yes,Yes,No,2.18041745901984,2.9704144655697, ,3.97499780458953, ,3.58351893845611,Plus service,Yes
Zone 1,10,28,Unmarried,9,75,College degree,1,No,Male,1,Yes,Yes,Yes,Yes,6.2,27.5,42.4,40,36.3,45.95,225.85,373.15,340,290.65,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.82454929205105,3.31418600467253,3.74714836223791,3.68887945411394,3.5918177412708,4.31748811353631,Total service,Yes
Zone 3,24,35,Married,10,41,Post-undergraduate degree,6,No,Female,2,No,Yes,No,No,3.3,0,30.3,0,0,88.65,0,711.2,0,0,Yes,No,No,Yes,No,No,No,No,Yes,1.19392246847243, ,3.41114771251532, , ,3.71357206670431,E-service,No
Zone 3,12,31,Unmarried,8,18,College degree,4,No,Male,1,No,Yes,No,No,3.7,0,24.3,0,0,48.55,0,243.4,0,0,No,No,No,Yes,No,No,No,No,Yes,1.30833281965018, ,3.1904763503465, , ,2.89037175789616,Basic service,Yes
Zone 2,45,54,Unmarried,25,171,Some college,33,No,Female,1,Yes,No,Yes,No,9.05,18.5,0,8.75,0,385.2,845.65,0,365,0,No,No,No,No,Yes,Yes,Yes,Yes,No,2.20276475771183,2.91777073208428, ,2.16905370036952, ,5.14166355650266,Plus service,No
Zone 3,59,55,Married,29,42,Some college,21,No,Female,2,No,No,Yes,No,8.95,0,0,15.25,0,492.35,0,0,855,0,Yes,No,No,No,No,No,No,No,No,2.19165353228676, , ,2.72457950305342, ,3.73766961828337,E-service,No
Zone 1,3,21,Married,1,36,Some college,0,No,Female,4,No,No,No,No,3.2,0,0,0,0,13.55,0,0,0,0,No,No,No,No,No,No,No,No,No,1.16315080980568, , , , ,3.58351893845611,Basic service,No
Zone 3,8,35,Unmarried,6,31,Post-undergraduate degree,7,No,Male,1,Yes,Yes,No,Yes,4.4,17.25,35.65,0,42.05,34.65,155.15,237.8,0,288.25,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.48160454092422,2.84781214347737,3.57374914686031, ,3.73885938641896,3.43398720448515,Total service,Yes
Zone 1,16,59,Unmarried,5,207,High school degree,37,No,Female,2,Yes,No,Yes,No,7.45,15.5,0,11.75,0,112.8,280.85,0,150,0,No,No,Yes,No,No,Yes,Yes,Yes,Yes,2.00821403239147,2.7408400239252, ,2.46385324059017, ,5.33271879326537,Total service,No
Zone 3,32,33,Unmarried,1,38,Did not complete high school,12,No,Female,1,No,No,Yes,No,7.3,0,0,33.75,0,231.45,0,0,1050,0,No,No,No,No,No,No,No,No,No,1.98787434815435, , ,3.51898041731854, ,3.63758615972639,Basic service,No
Zone 1,8,49,Unmarried,14,134,College degree,9,No,Female,1,Yes,Yes,Yes,Yes,3,30.5,59.3,23.5,60.3,36.2,226.3,459.15,155,444.65,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.09861228866811,3.41772668361337,4.08260930600368,3.15700042115011,4.09933210373314,4.89783979995091,Total service,Yes
Zone 1,9,28,Married,8,28,Some college,4,No,Male,3,No,Yes,No,No,4.5,0,28.5,0,0,36.45,0,230.3,0,0,Yes,No,No,Yes,No,No,No,Yes,Yes,1.50407739677627, ,3.3499040872746, , ,3.3322045101752,E-service,Yes
Zone 2,12,19,Married,0,15,High school degree,0,No,Female,4,No,Yes,No,No,5.85,0,22.15,0,0,102.45,0,274.7,0,0,Yes,No,No,No,No,No,No,No,No,1.76644166124377, ,3.09783749649114, , ,2.70805020110221,E-service,No
Zone 2,24,43,Married,15,48,College degree,4,No,Male,6,Yes,Yes,Yes,Yes,14.4,25.75,37.2,57.75,36.95,339.55,591.2,870.05,1415,901.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.66722820658195,3.24843462710975,3.6163087612791,4.0561233494019,3.60956564739421,3.87120101090789,Total service,No
Zone 3,72,75,Unmarried,48,14,High school degree,6,Yes,Female,1,No,No,Yes,No,37.3,0,0,109.25,0,2686.25,0,0,7515,0,Yes,No,No,No,No,No,No,No,No,3.61899332664977, , ,4.6936388339757, ,2.63905732961526,E-service,No
Zone 3,58,61,Unmarried,42,101,College degree,18,No,Female,1,No,No,Yes,No,16.35,0,0,17,0,956.85,0,0,925,0,Yes,No,No,Yes,No,No,No,No,No,2.79422789734326, , ,2.83321334405622, ,4.61512051684126,E-service,No
Zone 1,70,44,Married,24,87,High school degree,18,No,Male,3,Yes,No,Yes,No,18.9,47.5,0,25,0,1399.3,3310.4,0,1735,0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,2.9391619220656,3.8607297110406, ,3.2188758248682, ,4.46590811865458,Plus service,No
Zone 3,9,25,Unmarried,3,27,Did not complete high school,4,No,Female,1,No,No,No,No,12.2,0,0,0,0,121.75,0,0,0,0,No,No,No,No,No,No,No,No,No,2.50143595173921, , , , ,3.29583686600433,Basic service,Yes
Zone 1,49,25,Unmarried,1,27,Post-undergraduate degree,0,No,Female,1,No,Yes,Yes,Yes,9.9,0,43.15,5.5,26.9,496.95,0,2054.95,270,1252.85,Yes,Yes,Yes,Yes,No,No,No,No,Yes,2.29253475714054, ,3.76468241752944,1.70474809223843,3.29212628660779,3.29583686600433,E-service,No
Zone 3,52,54,Unmarried,7,59,Some college,22,No,Male,1,Yes,No,Yes,Yes,15.25,32.5,0,21.75,39.3,800.25,1644.05,0,1055,1991.75,Yes,No,No,No,Yes,Yes,No,Yes,No,2.72457950305342,3.48124008933569, ,3.07961375753469,3.67122451887522,4.07753744390572,Plus service,No
Zone 1,10,42,Married,10,294,College degree,9,No,Female,6,Yes,Yes,Yes,Yes,4.85,27.5,44.35,23.5,36.85,32.75,285.35,427.75,185,330.55,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.57897870494939,3.31418600467253,3.79211270875559,3.15700042115011,3.60685561863535,5.68357976733868,Total service,Yes
Zone 1,14,52,Married,2,44,Some college,5,No,Male,2,No,No,Yes,Yes,4.85,0,0,14.25,14.9,68.95,0,0,185,212.25,No,Yes,No,No,Yes,Yes,No,No,No,1.57897870494939, , ,2.65675690671466,2.70136121295141,3.78418963391826,Plus service,No
Zone 1,19,27,Married,3,35,High school degree,4,No,Male,6,Yes,No,Yes,No,5.4,20.5,0,23,0,116.2,398.15,0,415,0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,1.68639895357023,3.02042488614436, ,3.13549421592915, ,3.55534806148941,Total service,No
Zone 3,12,36,Married,4,205,College degree,10,No,Female,4,No,Yes,No,Yes,5.95,0,38.3,0,32,53.75,0,433.05,0,397.3,Yes,Yes,Yes,Yes,No,No,No,No,Yes,1.78339121955754, ,3.6454498961866, ,3.46573590279973,5.32300997913841,E-service,Yes
Zone 1,65,59,Unmarried,27,732,Some college,31,No,Female,1,No,No,Yes,No,10.15,0,0,13.25,0,600.5,0,0,820,0,Yes,Yes,No,No,No,No,Yes,Yes,Yes,2.3174737054878, , ,2.58399755243223, ,6.59578051396131,E-service,No
