case,weighta,weightq,a049,a062,a071,a121,a124,a1661,a172,b010,b1661,b216,b260,g018,g019,c11111,c11121,c11122,c11131,c11141,c11142,c11151,c11211,c11221,c11231,c11241,c11251,c11252,c11253,c11311,c11321,c11331,c11341,c11411,c11421,c11431,c11441,c11451,c11461,c11471,c11511,c11521,c11522,c11531,c11541,c11551,c11611,c11621,c11631,c11641,c11651,c11661,c11671,c11681,c11691,c11711,c11721,c11731,c11741,c11751,c11761,c11771,c11781,c11811,c11821,c11831,c11841,c11851,c11861,c11911,c11921,c11931,c11941,c12111,c12121,c12131,c12211,c12221,c12231,c12241,c21111,c21211,c21212,c21213,c21214,c21221,c21311,c22111,c22121,c22131,cb1111,cb1112,cb1113,cb1114,cb1115,cb1116,cb111c,cb111d,cb111e,cb111f,cb111g,cb111h,cb111i,cb111j,cb1121,cb1122,cb1123,cb1124,cb1125,cb1126,cb1127,cb1128,cb112b,cb1213,c31111,c31211,c31212,c31221,c31222,c31231,c31232,c31233,c31234,c31311,c31312,c31313,c31314,c31315,c31411,c31412,c31413,c32111,c32121,c32131,c32211,c41211,c43111,c43112,c44211,c45112,c45114,c45212,c45214,c45222,c45312,c45411,c45412,c45511,c51113,c51114,c51212,c51311,c52111,c52112,c53111,c53121,c53122,c53131,c53132,c53133,c53141,c53151,c53161,c53171,c53211,c53311,c53312,c53313,c53314,c54111,c54121,c54131,c54132,c54141,c55111,c55112,c55211,c55212,c55213,c55214,c56111,c56112,c56121,c56122,c56123,c56124,c56125,c56211,c56221,c56222,c56223,c61111,c61112,c61211,c61311,c61312,c61313,c62111,c62112,c62113,c62114,c62211,c62212,c62311,c62321,c62322,c62331,c63111,c71112,c71122,c71212,c71311,c71411,c72111,c72112,c72113,c72114,c72115,c72211,c72212,c72213,c72313,c72314,c72411,c72412,c72413,c72414,c73112,c73212,c73213,c73214,c73311,c73312,c73411,c73512,c73513,c73611,c81111,c82111,c82112,c82113,c83112,c83114,c83115,c91111,c91112,c91113,c91121,c91122,c91123,c91124,c91125,c91126,c91127,c91128,c91211,c91221,c91311,c91411,c91412,c91413,c91511,c92111,c92112,c92114,c92116,c92117,c92211,c92221,c92311,c93111,c93112,c93113,c93114,c93211,c93212,c93311,c93312,c93313,c93411,c93412,c93511,c94111,c94112,c94113,c94115,c94211,c94212,c94221,c94232,c94236,c94238,c94239,c94241,c94242,c94243,c94244,c94245,c94246,c94311,c94312,c94313,c94314,c94315,c94316,c94319,c9431a,c9431b,c9431c,c9431d,c9431e,c9431f,c9431i,c95111,c95211,c95212,c95311,c95411,ca1113,ca2113,ca3113,ca4113,ca5113,cb2114,cc1111,cc1211,cc1311,cc1312,cc1313,cc1314,cc1315,cc1316,cc1317,cc3111,cc3112,cc3211,cc3221,cc3222,cc3223,cc3224,cc4111,cc4112,cc4121,cc4122,cc5213,cc5412,cc5413,cc6212,cc6214,cc7111,cc7112,cc7113,cc7114,cc7115,cc7116,ck1211,ck1313,ck1314,ck1315,ck1316,ck1411,ck2111,ck3111,ck3112,ck4111,ck4112,ck5111,ck5113,ck5115,ck5116,ck5212,ck5213,ck5214,ck5215,ck5216,ck5221,ck5222,ck5223,ck5316,a054,a056,a060,a091,a093,a094,p344,p348,p352,p396,sexhrp,a055,a190,gor,gorx,p389,year,p600,p601,p602,p603,p604,p605,p606,p607,p608,p609,p610,p611,p612,p620p,p630p,incanon,a070p,p396p,incranges,se,pt,ft,re,ue,ua,Childband,foodban,ageban
6322,0.978475,3.9139,1,One man,Highest age - all male,Local Authority rented unfurnished,0,No home computer,No internet connection,51.26,0,0,0,1,0,0,0.895,0.84,0,0,0,0.195,0.495,0.995,0,0,0.6,0.995,0,0,0,0,0,0,0,0,0,0.71,0,0,0,0.545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.345,0,0.105,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,0.745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140 - 149.999 pw,Not classifiable for other reasons,Ret unoc over min ni age,Not classifiable for other reasons,143.982,95.512,143.982,76,Male,June,Not recorded,Northern Ireland,Northern Ireland,139.362,2004,78.875,9.06,6.145,0,58.18,0.1,0,0,3.46,0.65,0,0.7,0.58,0,78.875,143.982,76,76,Low income,0,0,0,1,0,0,No children,£ 20 or less,More than 55 years
6331,1.03315,4.1326,5,1 man; 1 woman; 3c,Highest age - all male,Local Authority rented unfurnished,0,No home computer,No internet connection,0,0,0,0,2,3,0,3.52,6.625,0,4.66,2.645,0.78,0,0,0,0,0.59,0,0,0,0,0,0,0.97,0.77,0,1.39,0.59,1.97,0.255,1.19,0.495,0,0,0.82,0,0,0,0.88,0,0,0,0,0,0,0,0,0,1.34,0,0.26,1.695,2.005,0.395,0.155,8.565,0.885,0,0,0.745,0,18.035,0,0.895,0.155,0,0,3.49,0.08,0,0,0,0,0,0,0,14.565,54.75,0,6.445,22.675,0,0,0,0,0,0,0,0,0,2,0,26.05,0,0,0,0,0.575,0,0.9,25.095,1.78,0,0,0,6,0,0,0,0,4.5,11.99,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,16,0,0,0,0,7.775,0,0,5,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.485,1.29,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.03,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,27.5,0,1,0,0,1.95,0,0.625,0,0,0,0,0,0,0,0,0,0,0.645,0,0,0,0,10.665,7.5,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180 - 199.999 pw,Lower supervisory,Unoc - under min ni age,Lower Supervisory & Technical,333.702,333.702,333.702,30,Female,January,Not recorded,Northern Ireland,Northern Ireland,333.702,2004,405.255,74.655,75.76,28.49,23.775,46.175,0,10.03,17.39,29.885,0,79.075,20.02,5.1,410.355,379.702,31,30,Medium-low income,0,0,0,0,0,1,More than two children,More than £ 60,From 30 to 55 years
6333,1.5927,6.3708,6,Three adults; 3c,Highest age - mixed sex,Owned with mortgage,3,Home computer present,Internet connection in household,0,2.77,0,0,3,3,0.295,4.205,3.52,0,0.375,0,2.69,1.975,0,0,0,0.9,0,0.435,0,0,0,0,1.39,4.485,2.1,0,0.33,0,0.99,0,0.28,0,0,0,0,0,0.61,1.015,0,0,0.955,0,1.49,0,0.095,0,0.16,1.19,0,0.37,1.625,2.575,0,0.39,1.39,0.495,0,0,2.535,0,0,0,0,0.84,0,0,5.295,2.795,0,0,0,0,0,0,0,0,26.39,0,0,14.175,0,0,0.6,1.3,0,0,0,0,0,0,0,0,0,0,0.5,0,2.025,0,1.975,3.65,0,0,0.675,0,5,0,58.49,0,0,13.25,0,1.5,0,4.5,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.885,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,46.5,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.25,0,0,0,0,0,0,0,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95,0,1.45,0,0,0,0,0,0,0,1.75,0,0,0,0.395,3.495,0,2,0,3.25,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,400 - 424.999 pw,Routine operative,Pt employee,Routine,653.255,48.3,217.855,38,Female,May,Home Computer access to NET,Northern Ireland,Northern Ireland,556.04,2004,366.47,49.425,26.39,92.74,15.2,1.435,0,60,13.92,11.67,0,24.9,70.79,72.351,438.821,653.255,38,38,Medium-high income,0,1,0,0,0,0,More than two children,From £ 40 to £ 60,From 30 to 55 years
6335,1.084225,4.3369,1,One woman,Highest age - all female,Owned with mortgage,1,No home computer,No internet connection,0,0,0,0,1,0,0,3.32,1.05,0,2.205,0,1.575,5.645,0,0,0,0,1.84,0,0,0,0,0,0,1.785,0,1.265,0.545,2.5,0.8,0,0,0,0,0,0,0,0.19,0,0,0,0,0.965,0,0,0,0.49,0,2.035,0,0,0.425,0,0,0,0,0,0,0,1.73,0,0.525,0,0,0,0,0.935,0.645,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.495,0,0,1.145,1.995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,12.5,0,0,0,160 - 169.999 pw,Not classifiable for other reasons,Ret unoc over min ni age,Not classifiable for other reasons,162.422,159.542,162.422,67,Female,August,Not recorded,Northern Ireland,Northern Ireland,162.422,2004,159.705,33.84,0,0,3.92,2.265,0,98.54,4.62,4.075,0,0,12.445,69.134,228.839,162.422,67,67,Low income,0,0,0,1,0,0,No children,From £ 20 to £ 40,More than 55 years
6375,1.48205,5.9282,4,Three adults; 1c,Highest age - all male,Owned with mortgage,4,Home computer present,No internet connection,0,0,0,0,3,1,0,0.86,2.685,0,0,1.245,0.395,0,0,0,3.96,2.29,1.095,0,1.145,0,0,0.45,14.25,0,0,0,0,1.52,0,0,0.52,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,1.455,0,0.495,0,0,0,0,0,0,0,0,0,0,0.435,0,1.69,0,0,0,1.69,0,0,0,2.77,0,0,0,0.745,0,0,0,0,42.5,0,0,0,0,0,0,5.25,0,0,0,0,0,10,0,0.9,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,2,300 - 319.999 pw,Lower supervisory,Fulltime employee,Lower Supervisory & Technical,488.95,0,488.95,48,Male,January,Not recorded,Northern Ireland,Northern Ireland,405.11,2004,304.86,43.47,3.515,0,12.69,38.46,0,45.76,25,9.32,0,60.45,66.195,92.0615,396.9215,488.95,48,48,Medium-high income,0,0,1,0,0,0,One children,From £ 40 to £ 60,From 30 to 55 years
6382,1.084225,4.3369,1,One woman,Highest age - all female,Local Authority rented unfurnished,0,No home computer,No internet connection,5,0,0,0,1,0,0,2.06,1.005,0,2.485,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,1.365,0,1.24,0,0.54,0.585,0,0,0,0,0.44,0,0,0.645,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0.7,1.925,0,0,0.495,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.42,0,0,0,0,0,0,24.695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.495,0,0,0,0,0,0,0,0,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.075,1,0,0,0,0,0,0,0,2.5,0,1.6,0.945,0,0,1.14,0.99,0.495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140 - 149.999 pw,Not classifiable for other reasons,Ret unoc over min ni age,Not classifiable for other reasons,141.292,131.042,141.292,68,Female,August,Not recorded,Northern Ireland,Northern Ireland,139.042,2004,91.53,23.02,0,24.695,15,1.495,0.39,0,5,6.84,0,7.42,7.67,0,91.53,176.292,68,68,Low income,0,0,0,1,0,0,No children,From £ 20 to £ 40,More than 55 years
6384,1.021175,4.0847,1,One woman,Highest age - all female,Owned outright,1,No home computer,No internet connection,0,0,0,0,1,0,0,0.835,5.535,0,2.265,0,1.59,0,0,0,0,0.475,0.525,0,0,0,1.095,0,0,0.62,0,0.165,0.83,0.225,0,0,1.96,0,0,0,0,0.435,0.225,1.29,0,1.735,2.835,0.495,0.945,0,1.195,0,1.05,0.69,0,0.14,0.325,0,0,0.325,0,0,0,0,0,0,0.59,0,0,0,0,0,0,3.605,0,0,0,0,0,0,0,0,0,0,0,8.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.75,0,0,0,0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1.92,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.315,0,0,0,0,0,0,0,0,0,0,0.945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,340 - 359.999 pw,Not classifiable for other reasons,Ret unoc over min ni age,Not classifiable for other reasons,348.917,94.342,348.917,78,Female,June,Not recorded,Northern Ireland,Northern Ireland,293.742,2004,103.41,32.74,0,0,18.49,2.75,11.5,8.67,1.62,10.355,0,8.65,8.635,26.81,130.22,348.917,78,78,Medium-low income,0,0,0,1,0,0,No children,From £ 20 to £ 40,More than 55 years
6386,1.3986,5.5944,2,One man and 1 woman,Highest age - all male,Owned with mortgage,2,Home computer present,Internet connection in household,0,2.77,0,0,2,0,0,3.385,2.47,0,0.575,0,0,0,0,0,3.605,1.195,0,0,1.745,0,0,0,0,1.21,0,0,1.175,0,0,0,0.475,0,0,0,0,0,1.24,0,0,0,0,0.84,0,0,0,0.32,0.745,0.94,0,0.455,1.675,0,0,0,0.67,0,0,0,0,0,0,0,1.35,0,0,0,1.24,0,0,0,0,0,0,0,0,0,24.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.455,1.585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,26,0,0.745,1.495,0,0,0,20.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,2,2,50 - 59.999 pw,"Employers (small organisations, non-prof",Self-employed,Small Employers and Own Account Workers,276.74,0,276.74,36,Male,August,Home Computer access to NET,Northern Ireland,Northern Ireland,240.23,2004,199.97,33.13,24.8,0,11.53,7.04,0,37.38,9.92,4.33,0,8.15,63.69,104.1045,304.0745,276.74,36,36,Medium-low income,1,0,0,0,0,0,No children,From £ 20 to £ 40,From 30 to 55 years
6394,1.52555,6.1022,3,Three adults,Highest age - all male,Owned with mortgage,1,Home computer present,Internet connection in household,0,0,0,0,3,0,0,3.175,3.08,0.42,2.045,0,0.84,0.845,0,0,0,0.495,4.99,0,0,0,0,0,0,3.235,0,2.23,0.715,0.495,0,0,0.865,0,0,0,0,0,0.88,1.265,0,0,0,0,1.41,0,0.295,0,0.165,0.475,0,0.725,1.065,1.17,0,0,6,0.89,0.37,0,0.455,0,0.81,0,0,0.99,0,0.17,1.83,0.275,0,0,0,0,0,0,0,0,0,0,0,36.3,0,0,0,1.2,0,1.2,0,0,0,1.55,0,1.35,0,0,0,0,0.87,0,2.05,2.845,0,0,0,0,23.495,0,71.03846154,4,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0.295,0.495,0.195,0,0.49,0,0,0,0,0,3.2,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,0,35,0,0,0,0,0,0,0,0,0,13.3,0,0,0,0,0,0,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.405,0,0,0,0,6,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.65,0.35,2.25,0,0,0,0,0,0,0,11,0,0,2.945,0.445,0.645,0,4.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5.495,1.27,0,2,2,130 - 139.999 pw,Routine operative,Fulltime employee,Routine,483.497,45.092,483.497,61,Male,December,Home Computer access to NET,Northern Ireland,Northern Ireland,411.802,2004,356.1334615,45.565,0,105.5334615,19.54,11.32,3.91,53.2,7.78,31.035,0,47.365,30.885,69.465,425.5984615,483.497,61,61,Medium-high income,0,0,1,0,0,0,No children,From £ 40 to £ 60,More than 55 years
6407,1.0328,4.1312,5,1 man; 1 woman; 3c,Highest age - mixed sex,Owned outright,1,Home computer present,Internet connection in household,0,0,0,16.85,2,3,0,5.72,2.33,0,0.395,0.575,4.815,8.225,0,0,0,1.39,3.46,0,0,0,0,0,6.2,0,0,0,1.185,2.91,0,1.965,0,0,0,0,0,1.44,0.645,0.765,0,0,0.46,0,0,0,0.3,0,0,1.455,0,1.935,4.485,3.28,0,0.45,8.325,1.885,0,0,2.985,0,2.1,0,0,0,0,0,5.46,5.24,0,0,0,0,0,0,0,0,0,0,0,1,0,0.495,0.99,2.565,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0,17.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.72,0,0.495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.23,0,0,0,0,0,0,0,0,0,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.25,0,0,0,0,0,0,0,0,0,0,0,0,34.995,0,0,0,0.695,105,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0.75,0.65,0,0,0,0,0,0,0,0,0,0,0,1.875,0.545,0,0.695,0,1.115,0,0,1.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.6,0,5.65,0,10,0,12.5,0,1,1,0 - 49.999 pw,Own account workers (non-professional),Self-employed,Small Employers and Own Account Workers,375.3575,357.27,375.3575,36,Male,February,Home Computer access to NET,Northern Ireland,Northern Ireland,375.19,2004,440.29,93.485,0,0,24.65,5.215,0,81.42,8.02,170.9,0,40.375,16.225,77.61,517.9,375.3575,36,36,Medium-low income,1,0,0,0,0,0,More than two children,More than £ 60,From 30 to 55 years
6409,1.008225,4.0329,1,One man,Highest age - all male,Local Authority rented unfurnished,0,Home computer present,No internet connection,0,0,0,0,1,0,0,0,0.775,0,0.825,0,0,0,1.2,0,0,0,0,0,0,0,0,0.995,5.695,0,0,0,0,2.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.495,0,0.495,0,0,0,0,0.575,0,0,0,0.525,0,0,0,0,1.145,0.64,0,0,0,0,0,0,0,0,10.395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,6.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150 - 159.999 pw,Never worked,Unoc - under min ni age,Never Worked and Long-Term Unemployed,146.38,146.38,146.38,22,Male,April,Not recorded,Northern Ireland,Northern Ireland,146.38,2004,93.72,23.2,10.395,0,21.5,5.38,0,0,5,18.495,0,7.15,2.6,0.63,94.35,187.38,22,22,Low income,0,0,0,0,0,1,No children,From £ 20 to £ 40,Less than 30 years
